latitude,longitude,time,TEMP,CNDU,PSAL,TUR4,DOXY
degrees_north,degrees_east,UTC,degree_C,mS/cm,1,FNU,umol/L
42.031,3.23671,2026-01-01T00:05:00Z,13.32,42.227,35.894,1.23,313.33
42.031,3.23671,2026-01-01T01:08:00Z,13.29,42.212,35.917,1.19,313.0
42.031,3.23671,2026-01-01T02:11:00Z,13.26,42.178,35.913,1.12,313.05
42.031,3.23671,2026-01-01T03:14:00Z,13.32,42.279,35.95,1.06,312.72
42.031,3.23671,2026-01-01T04:17:00Z,13.01,41.801,35.787,1.13,313.1
42.031,3.23671,2026-01-01T05:20:00Z,13.33,42.437,36.089,0.92,310.49
42.031,3.23671,2026-01-01T06:23:00Z,12.74,41.354,35.611,1.13,313.39
42.031,3.23671,2026-01-01T07:26:00Z,13.14,41.951,35.808,1.04,312.01
42.031,3.23671,2026-01-01T08:29:00Z,13.06,41.934,35.864,1.11,312.51
42.031,3.23671,2026-01-01T09:32:00Z,13.08,41.959,35.873,1.01,312.91
42.031,3.23671,2026-01-01T10:35:00Z,13.21,42.118,35.899,1.05,313.7
42.031,3.23671,2026-01-01T11:38:00Z,13.13,41.918,35.781,0.97,315.89
42.031,3.23671,2026-01-01T12:41:00Z,13.53,42.613,36.065,0.85,313.91
42.031,3.23671,2026-01-01T13:44:00Z,13.44,42.458,36.001,0.84,315.06
42.031,3.23671,2026-01-01T14:47:00Z,13.77,43.323,36.513,0.68,311.88
42.031,3.23671,2026-01-01T15:50:00Z,13.78,43.347,36.521,0.71,312.89
42.031,3.23671,2026-01-01T16:53:00Z,13.38,42.146,35.766,1.06,316.52
42.031,3.23671,2026-01-01T17:56:00Z,13.5,42.734,36.205,0.91,314.79
42.031,3.23671,2026-01-01T18:59:00Z,13.58,43.011,36.396,0.73,313.02
42.031,3.23671,2026-01-01T20:00:00Z,13.59,43.059,36.434,0.71,312.51
42.031,3.23671,2026-01-01T21:00:00Z,13.61,43.204,36.55,0.69,311.2
42.031,3.23671,2026-01-01T22:00:00Z,13.56,43.222,36.611,0.65,310.64
42.031,3.23671,2026-01-01T23:00:00Z,13.61,43.277,36.618,0.6,310.6
42.031,3.23671,2026-01-02T00:00:00Z,13.67,43.437,36.717,0.59,309.77
42.031,3.23671,2026-01-02T00:05:00Z,13.66,43.429,36.72,0.56,309.77
42.031,3.23671,2026-01-02T01:08:00Z,13.59,43.349,36.704,0.48,309.77
42.031,3.23671,2026-01-02T02:11:00Z,13.34,42.832,36.46,0.62,310.8
42.031,3.23671,2026-01-02T03:14:00Z,13.23,42.563,36.304,0.65,311.02
42.031,3.23671,2026-01-02T04:17:00Z,13.14,42.315,36.155,0.67,311.02
42.031,3.23671,2026-01-02T05:20:00Z,13.26,42.518,36.237,0.69,310.39
42.031,3.23671,2026-01-02T06:23:00Z,13.09,41.904,35.805,0.79,311.06
42.031,3.23671,2026-01-02T07:26:00Z,13.06,41.869,35.8,0.81,311.22
42.031,3.23671,2026-01-02T08:29:00Z,13.38,42.605,36.199,0.65,310.24
42.031,3.23671,2026-01-02T09:32:00Z,13.35,42.565,36.192,0.65,310.94
42.031,3.23671,2026-01-02T10:35:00Z,13.3,42.434,36.113,0.71,312.33
42.031,3.23671,2026-01-02T11:38:00Z,13.21,41.889,35.682,0.95,313.39
42.031,3.23671,2026-01-02T12:41:00Z,13.47,42.289,35.812,0.74,313.04
42.031,3.23671,2026-01-02T13:44:00Z,13.57,42.81,36.212,0.67,313.95
42.031,3.23671,2026-01-02T14:47:00Z,13.62,43.062,36.401,0.6,315.19
42.031,3.23671,2026-01-02T15:50:00Z,13.41,42.331,35.915,0.72,315.63
42.031,3.23671,2026-01-02T16:53:00Z,13.28,42.252,35.956,0.63,315.42
42.031,3.23671,2026-01-02T17:56:00Z,13.15,41.978,35.823,0.63,314.72
42.031,3.23671,2026-01-02T18:59:00Z,12.89,40.034,34.207,0.87,315.3
42.031,3.23671,2026-01-02T20:00:00Z,13.1,41.351,35.271,0.67,314.27
42.031,3.23671,2026-01-02T21:00:00Z,13.17,41.996,35.822,0.56,313.77
42.031,3.23671,2026-01-02T22:00:00Z,13.52,43.084,36.523,0.42,312.33
42.031,3.23671,2026-01-02T23:00:00Z,13.55,43.233,36.639,0.41,311.91
42.031,3.23671,2026-01-03T00:00:00Z,13.77,43.66,36.827,0.4,309.97
42.031,3.23671,2026-01-03T00:05:00Z,13.81,43.715,36.845,0.41,309.64
42.031,3.23671,2026-01-03T01:08:00Z,13.44,42.942,36.461,0.39,311.54
42.031,3.23671,2026-01-03T02:11:00Z,13.59,43.166,36.537,0.42,310.17
42.031,3.23671,2026-01-03T03:14:00Z,13.85,43.762,36.847,0.35,308.94
42.031,3.23671,2026-01-03T04:17:00Z,13.59,43.355,36.711,0.35,310.27
42.031,3.23671,2026-01-03T05:20:00Z,13.9,43.869,36.903,0.55,308.08
42.031,3.23671,2026-01-03T06:23:00Z,13.88,43.839,36.892,0.42,305.44
42.031,3.23671,2026-01-03T07:26:00Z,13.86,43.693,36.776,0.33,304.77
42.031,3.23671,2026-01-03T08:29:00Z,13.95,43.862,36.847,0.42,303.69
42.031,3.23671,2026-01-03T09:32:00Z,14.06,44.058,36.928,0.33,302.79
42.031,3.23671,2026-01-03T10:35:00Z,14.11,44.161,36.973,0.28,302.83
42.031,3.23671,2026-01-03T11:38:00Z,14.1,44.133,36.953,0.33,303.2
42.031,3.23671,2026-01-03T12:41:00Z,13.87,43.666,36.742,0.39,306.36
42.031,3.23671,2026-01-03T13:44:00Z,13.94,43.816,36.812,0.39,305.54
42.031,3.23671,2026-01-03T14:47:00Z,14.04,44.016,36.902,0.38,304.36
42.031,3.23671,2026-01-03T15:50:00Z,14.04,44.038,36.923,0.31,304.83
42.031,3.23671,2026-01-03T16:53:00Z,14.24,44.529,37.197,0.37,301.5
42.031,3.23671,2026-01-03T17:56:00Z,14.21,44.45,37.148,0.4,302.17
42.031,3.23671,2026-01-03T18:59:00Z,14.16,44.332,37.089,0.34,302.75
42.031,3.23671,2026-01-03T20:00:00Z,14.1,44.248,37.063,0.34,303.13
42.031,3.23671,2026-01-03T21:00:00Z,14.09,44.227,37.056,0.31,303.18
42.031,3.23671,2026-01-03T22:00:00Z,14.09,44.212,37.042,0.36,303.43
42.031,3.23671,2026-01-03T23:00:00Z,14.1,44.249,37.064,0.63,303.62
42.031,3.23671,2026-01-04T00:00:00Z,14.16,44.364,37.119,0.39,304.29
42.031,3.23671,2026-01-04T00:05:00Z,14.15,44.366,37.124,0.59,303.95
42.031,3.23671,2026-01-04T01:08:00Z,14.16,44.385,37.131,0.28,302.36
42.031,3.23671,2026-01-04T02:11:00Z,14.13,44.339,37.117,0.36,303.24
42.031,3.23671,2026-01-04T03:14:00Z,14.07,44.241,37.087,0.31,303.93
42.031,3.23671,2026-01-04T04:17:00Z,14.04,44.187,37.066,0.43,303.39
42.031,3.23671,2026-01-04T05:20:00Z,14.06,44.211,37.069,0.28,304.83
42.031,3.23671,2026-01-04T06:23:00Z,14.07,44.227,37.075,0.3,303.61
42.031,3.23671,2026-01-04T07:26:00Z,14.06,44.23,37.086,0.28,302.67
42.031,3.23671,2026-01-04T08:29:00Z,14.06,44.233,37.093,0.54,302.98
42.031,3.23671,2026-01-04T09:32:00Z,14.04,44.221,37.096,0.42,303.6
42.031,3.23671,2026-01-04T10:35:00Z,14.03,44.218,37.1,0.28,302.87
42.031,3.23671,2026-01-04T11:38:00Z,14.03,44.221,37.103,0.47,303.63
42.031,3.23671,2026-01-04T12:41:00Z,14.05,44.239,37.106,0.78,303.52
42.031,3.23671,2026-01-04T13:44:00Z,14.03,44.225,37.112,0.28,303.64
42.031,3.23671,2026-01-04T14:47:00Z,14.04,44.244,37.118,0.44,303.51
42.031,3.23671,2026-01-04T15:50:00Z,14.02,44.228,37.122,0.3,304.14
42.031,3.23671,2026-01-04T16:53:00Z,13.98,44.184,37.119,0.23,304.76
42.031,3.23671,2026-01-04T17:56:00Z,13.96,44.155,37.109,0.27,305.7
42.031,3.23671,2026-01-04T18:59:00Z,13.94,44.132,37.111,0.27,305.79
42.031,3.23671,2026-01-04T20:00:00Z,14.01,44.235,37.141,0.36,304.24
42.031,3.23671,2026-01-04T21:00:00Z,14.11,44.42,37.211,0.27,303.14
42.031,3.23671,2026-01-04T22:00:00Z,14.12,44.459,37.239,0.39,302.25
42.031,3.23671,2026-01-04T23:00:00Z,14.15,44.534,37.288,0.31,301.68
42.031,3.23671,2026-01-05T00:00:00Z,13.99,44.299,37.22,0.27,302.86
42.031,3.23671,2026-01-05T00:05:00Z,14.04,44.367,37.234,0.25,302.48
42.031,3.23671,2026-01-05T01:08:00Z,14.15,44.608,37.357,0.26,301.36
42.031,3.23671,2026-01-05T02:11:00Z,14.22,44.753,37.421,0.28,300.39
42.031,3.23671,2026-01-05T03:14:00Z,14.29,44.918,37.508,0.26,298.25
42.031,3.23671,2026-01-05T04:17:00Z,14.2,44.82,37.502,0.12,298.51
42.031,3.23671,2026-01-05T05:20:00Z,14.12,44.692,37.457,0.19,299.11
42.031,3.23671,2026-01-05T06:23:00Z,14.05,44.575,37.425,0.14,300.26
42.031,3.23671,2026-01-05T07:26:00Z,14.09,44.69,37.489,0.14,298.67
42.031,3.23671,2026-01-05T08:29:00Z,14.13,44.765,37.517,0.18,297.93
42.031,3.23671,2026-01-05T09:32:00Z,14.11,44.677,37.454,0.23,299.11
42.031,3.23671,2026-01-05T10:35:00Z,14.13,44.684,37.442,0.25,299.39
42.031,3.23671,2026-01-05T11:38:00Z,14.02,44.512,37.394,0.26,301.57
42.031,3.23671,2026-01-05T12:41:00Z,14.24,44.873,37.513,0.21,297.7
42.031,3.23671,2026-01-05T13:44:00Z,14.32,45.027,37.581,0.32,296.35
42.031,3.23671,2026-01-05T14:47:00Z,14.01,44.61,37.496,0.25,301.58
42.031,3.23671,2026-01-05T15:50:00Z,14.12,44.845,37.609,0.54,300.18
42.031,3.23671,2026-01-05T16:53:00Z,14.12,44.892,37.655,0.43,299.93
42.031,3.23671,2026-01-05T17:56:00Z,14.03,44.708,37.565,0.16,301.16
42.031,3.23671,2026-01-05T18:59:00Z,13.87,44.405,37.439,0.51,302.77
42.031,3.23671,2026-01-05T20:00:00Z,13.9,44.463,37.46,0.46,302.39
42.031,3.23671,2026-01-05T21:00:00Z,13.82,44.34,37.418,0.87,303.45
42.031,3.23671,2026-01-05T22:00:00Z,13.77,44.218,37.356,0.33,304.3
42.031,3.23671,2026-01-05T23:00:00Z,13.74,44.132,37.305,0.19,305.23
42.031,3.23671,2026-01-06T00:00:00Z,13.75,44.132,37.297,0.27,305.2
42.031,3.23671,2026-01-06T00:05:00Z,13.75,44.126,37.292,0.12,305.18
42.031,3.23671,2026-01-06T01:08:00Z,13.72,44.065,37.265,0.15,305.36
42.031,3.23671,2026-01-06T02:11:00Z,13.7,44.034,37.252,0.2,303.98
42.031,3.23671,2026-01-06T03:14:00Z,13.21,43.207,36.944,0.39,309.27
42.031,3.23671,2026-01-06T04:17:00Z,13.03,42.877,36.799,0.26,312.33
42.031,3.23671,2026-01-06T05:20:00Z,13.14,43.046,36.853,0.59,311.3
42.031,3.23671,2026-01-06T06:23:00Z,13.21,43.168,36.906,0.31,310.14
42.031,3.23671,2026-01-06T07:26:00Z,13.27,43.289,36.961,0.59,309.08
42.031,3.23671,2026-01-06T08:29:00Z,13.23,43.237,36.947,0.26,310.02
42.031,3.23671,2026-01-06T09:32:00Z,13.24,43.235,36.94,0.33,310.57
42.031,3.23671,2026-01-06T10:35:00Z,13.26,43.284,36.966,0.28,310.88
42.031,3.23671,2026-01-06T11:38:00Z,13.4,43.524,37.056,0.18,309.66
42.031,3.23671,2026-01-06T12:41:00Z,13.46,43.627,37.094,0.2,309.33
42.031,3.23671,2026-01-06T13:44:00Z,13.51,43.726,37.14,0.6,308.89
42.031,3.23671,2026-01-06T14:47:00Z,13.58,43.817,37.166,0.26,308.06
42.031,3.23671,2026-01-06T15:50:00Z,13.57,43.825,37.175,0.77,308.38
42.031,3.23671,2026-01-06T16:53:00Z,13.62,43.906,37.206,1.33,307.51
42.031,3.23671,2026-01-06T17:56:00Z,13.62,43.926,37.227,0.17,308.06
42.031,3.23671,2026-01-06T18:59:00Z,13.65,43.99,37.253,0.24,306.67
42.031,3.23671,2026-01-06T20:00:00Z,13.67,44.022,37.269,0.8,307.56
42.031,3.23671,2026-01-06T21:00:00Z,13.62,43.986,37.279,0.19,307.39
42.031,3.23671,2026-01-06T22:00:00Z,13.64,44.039,37.312,0.34,306.24
42.031,3.23671,2026-01-06T23:00:00Z,13.58,43.976,37.317,0.13,306.61
42.031,3.23671,2026-01-07T00:00:00Z,13.5,43.871,37.29,0.65,306.8
42.031,3.23671,2026-01-07T00:05:00Z,13.55,43.951,37.318,0.14,306.63
42.031,3.23671,2026-01-07T01:08:00Z,13.48,43.862,37.301,0.09,306.82
42.031,3.23671,2026-01-07T02:11:00Z,13.33,43.644,37.245,0.12,307.89
42.031,3.23671,2026-01-07T03:14:00Z,13.37,43.707,37.264,0.3,307.52
42.031,3.23671,2026-01-07T04:17:00Z,13.37,43.769,37.321,0.16,306.04
42.031,3.23671,2026-01-07T05:20:00Z,13.25,43.605,37.28,0.15,306.58
42.031,3.23671,2026-01-07T06:23:00Z,13.17,43.5,37.263,0.18,307.04
42.031,3.23671,2026-01-07T07:26:00Z,13.16,43.477,37.247,0.14,307.37
42.031,3.23671,2026-01-07T08:29:00Z,13.13,43.409,37.212,0.18,308.22
42.031,3.23671,2026-01-07T09:32:00Z,13.14,43.425,37.215,0.19,308.95
42.031,3.23671,2026-01-07T10:35:00Z,13.18,43.485,37.231,0.13,309.2
42.031,3.23671,2026-01-07T11:38:00Z,13.23,43.549,37.253,0.13,309.45
42.031,3.23671,2026-01-07T13:05:00Z,13.18,43.462,37.212,0.16,309.83
42.031,3.23671,2026-01-07T14:08:00Z,13.23,43.545,37.242,0.17,310.17
42.031,3.23671,2026-01-07T15:11:00Z,13.24,43.59,37.273,0.07,310.7
42.031,3.23671,2026-01-07T16:14:00Z,13.16,43.504,37.269,0.07,311.19
42.031,3.23671,2026-01-07T17:17:00Z,13.22,43.588,37.294,0.1,310.23
42.031,3.23671,2026-01-07T18:20:00Z,13.23,43.623,37.315,0.11,309.98
42.031,3.23671,2026-01-07T19:23:00Z,12.12,40.408,35.281,0.4,316.32
42.031,3.23671,2026-01-07T20:26:00Z,12.08,40.746,35.646,0.32,316.25
42.031,3.23671,2026-01-07T21:29:00Z,12.81,42.7,36.842,0.12,312.85
42.031,3.23671,2026-01-07T22:32:00Z,12.99,43.088,37.04,0.1,311.58
42.031,3.23671,2026-01-07T23:35:00Z,13.12,43.357,37.169,0.11,310.76
42.031,3.23671,2026-01-08T00:05:00Z,13.1,43.342,37.182,0.1,310.93
42.031,3.23671,2026-01-08T01:08:00Z,13.14,43.438,37.226,0.06,310.43
42.031,3.23671,2026-01-08T02:11:00Z,13.19,43.533,37.274,0.05,309.85
42.031,3.23671,2026-01-08T03:14:00Z,13.21,43.582,37.301,0.05,309.27
42.031,3.23671,2026-01-08T04:17:00Z,13.29,43.722,37.358,0.11,307.92
42.031,3.23671,2026-01-08T05:19:00Z,13.44,43.989,37.46,0.06,305.72
42.031,3.23671,2026-01-08T06:22:00Z,13.56,44.18,37.526,0.04,304.43
42.031,3.23671,2026-01-08T07:25:00Z,13.7,44.396,37.596,0.04,302.68
42.031,3.23671,2026-01-08T08:28:00Z,13.75,44.475,37.621,0.01,302.42
42.031,3.23671,2026-01-08T09:31:00Z,13.77,44.507,37.629,0.06,302.27
42.031,3.23671,2026-01-08T09:50:00Z,13.75,44.473,37.621,0.02,302.62
42.031,3.23671,2026-01-08T10:51:00Z,13.69,44.38,37.588,0.24,304.61
42.031,3.23671,2026-01-08T11:54:00Z,13.67,44.344,37.578,0.04,305.44
42.031,3.23671,2026-01-08T12:57:00Z,13.69,44.37,37.582,0.03,305.87
42.031,3.23671,2026-01-08T14:00:00Z,13.73,44.413,37.583,0.03,306.74
42.031,3.23671,2026-01-08T15:03:00Z,13.7,44.389,37.592,0.01,307.61
42.031,3.23671,2026-01-08T16:06:00Z,13.65,44.341,37.586,0.02,308.33
42.031,3.23671,2026-01-08T17:09:00Z,13.28,43.409,37.062,0.06,312.12
42.031,3.23671,2026-01-08T18:12:00Z,12.97,42.815,36.796,0.09,314.6
42.031,3.23671,2026-01-08T19:15:00Z,12.33,41.179,35.832,0.32,318.64
42.031,3.23671,2026-01-08T20:18:00Z,12.29,40.686,35.39,0.45,319.32
42.031,3.23671,2026-01-08T21:21:00Z,12.47,40.949,35.472,0.36,318.67
42.031,3.23671,2026-01-08T22:24:00Z,12.84,42.493,36.612,0.15,315.73
42.031,3.23671,2026-01-08T23:27:00Z,12.66,42.233,36.54,0.51,316.79
42.031,3.23671,2026-01-09T00:05:00Z,12.48,41.642,36.14,0.18,318.05
42.031,3.23671,2026-01-09T01:08:00Z,12.87,42.792,36.877,0.17,314.73
42.031,3.23671,2026-01-09T02:11:00Z,12.83,42.883,36.996,0.04,314.42
42.031,3.23671,2026-01-09T03:14:00Z,12.79,42.843,37.002,0.05,314.77
42.031,3.23671,2026-01-09T04:17:00Z,12.75,42.864,37.058,0.09,314.57
42.031,3.23671,2026-01-09T05:20:00Z,12.58,42.556,36.926,0.15,315.44
42.031,3.23671,2026-01-09T06:22:00Z,12.53,42.353,36.785,0.09,315.73
42.031,3.23671,2026-01-09T07:25:00Z,12.47,42.241,36.731,0.28,315.95
42.031,3.23671,2026-01-09T08:28:00Z,12.64,42.547,36.864,0.13,315.24
42.031,3.23671,2026-01-09T09:31:00Z,12.35,41.836,36.455,0.18,317.88
42.031,3.23671,2026-01-09T10:34:00Z,12.39,41.145,35.743,0.3,319.54
42.031,3.23671,2026-01-09T11:37:00Z,12.39,40.057,34.686,0.5,321.0
42.031,3.23671,2026-01-09T12:40:00Z,12.5,40.773,35.277,0.34,320.77
42.031,3.23671,2026-01-09T13:43:00Z,12.56,40.817,35.263,0.41,320.88
42.031,3.23671,2026-01-09T14:46:00Z,12.48,39.942,34.49,0.38,322.55
42.031,3.23671,2026-01-09T15:49:00Z,14.23,45.287,37.914,0.02,302.61
42.031,3.23671,2026-01-09T16:52:00Z,14.28,45.392,37.96,0.02,300.48
42.031,3.23671,2026-01-09T17:55:00Z,14.18,45.259,37.936,0.04,301.63
42.031,3.23671,2026-01-09T18:58:00Z,14.19,45.298,37.968,0.06,301.08
42.031,3.23671,2026-01-09T20:00:00Z,14.18,45.322,37.997,0.04,301.08
42.031,3.23671,2026-01-09T21:00:00Z,14.19,45.351,38.016,0.03,300.45
42.031,3.23671,2026-01-09T22:00:00Z,13.85,44.63,37.672,0.07,302.61
42.031,3.23671,2026-01-09T23:00:00Z,13.99,44.937,37.821,0.08,301.79
42.031,3.23671,2026-01-10T00:00:00Z,14.02,45.0,37.852,0.07,301.99
42.031,3.23671,2026-01-10T00:05:00Z,14.02,45.0,37.852,0.04,301.41
42.031,3.23671,2026-01-10T01:08:00Z,14.13,45.23,37.956,0.02,299.33
42.031,3.23671,2026-01-10T02:11:00Z,14.13,45.212,37.946,0.03,299.02
42.031,3.23671,2026-01-10T03:14:00Z,14.0,45.074,37.936,0.04,299.95
42.031,3.23671,2026-01-10T04:17:00Z,14.28,45.543,38.107,0.01,297.82
42.031,3.23671,2026-01-10T05:20:00Z,14.25,45.511,38.107,0.01,297.77
42.031,3.23671,2026-01-10T06:23:00Z,14.26,45.527,38.105,0.0,298.48
42.031,3.23671,2026-01-10T07:26:00Z,14.06,45.172,37.976,0.04,298.92
42.031,3.23671,2026-01-10T08:29:00Z,13.97,45.023,37.918,0.01,299.27
42.031,3.23671,2026-01-10T09:32:00Z,13.94,44.943,37.875,0.1,299.89
42.031,3.23671,2026-01-10T10:35:00Z,13.8,44.607,37.698,0.1,301.19
42.031,3.23671,2026-01-10T11:38:00Z,13.94,44.833,37.771,0.06,300.95
42.031,3.23671,2026-01-10T12:41:00Z,14.05,45.074,37.89,0.07,300.38
42.031,3.23671,2026-01-10T13:43:00Z,14.21,45.453,38.094,0.02,299.73
42.031,3.23671,2026-01-10T14:46:00Z,14.2,45.433,38.084,0.03,301.67
42.031,3.23671,2026-01-10T15:49:00Z,14.22,45.456,38.084,0.02,301.2
42.031,3.23671,2026-01-10T16:52:00Z,14.21,45.455,38.087,0.0,300.29
42.031,3.23671,2026-01-10T17:55:00Z,14.21,45.448,38.088,0.1,300.26
42.031,3.23671,2026-01-10T18:58:00Z,14.22,45.464,38.09,0.01,299.87
42.031,3.23671,2026-01-10T20:00:00Z,14.24,45.483,38.091,0.04,299.77
42.031,3.23671,2026-01-10T21:00:00Z,14.2,45.446,38.092,0.02,300.73
42.031,3.23671,2026-01-10T22:00:00Z,14.2,45.449,38.092,0.01,302.23
42.031,3.23671,2026-01-10T23:00:00Z,14.17,45.413,38.093,0.0,299.5
42.031,3.23671,2026-01-11T00:00:00Z,14.16,45.418,38.102,0.05,297.82
42.031,3.23671,2026-01-11T00:05:00Z,14.17,45.426,38.102,0.05,298.92
42.031,3.23671,2026-01-11T01:08:00Z,14.16,45.419,38.104,0.02,296.89
42.031,3.23671,2026-01-11T02:11:00Z,13.3,44.028,37.64,0.15,313.62
42.031,3.23671,2026-01-11T03:14:00Z,13.24,43.926,37.601,0.17,310.49
42.031,3.23671,2026-01-11T04:17:00Z,13.24,43.93,37.599,0.06,310.74
42.031,3.23671,2026-01-11T05:20:00Z,13.14,43.773,37.551,0.07,310.79
42.031,3.23671,2026-01-11T06:23:00Z,13.14,43.771,37.546,0.02,310.56
42.031,3.23671,2026-01-11T07:26:00Z,13.0,43.559,37.484,0.09,311.61
42.031,3.23671,2026-01-11T08:29:00Z,12.94,43.453,37.444,0.07,312.39
42.031,3.23671,2026-01-11T09:32:00Z,12.94,43.45,37.437,0.04,312.89
42.031,3.23671,2026-01-11T10:35:00Z,12.92,43.393,37.404,0.06,313.97
42.031,3.23671,2026-01-11T11:38:00Z,12.95,43.414,37.394,0.13,314.52
42.031,3.23671,2026-01-11T12:41:00Z,13.0,43.424,37.358,0.09,315.7
42.031,3.23671,2026-01-11T13:44:00Z,13.02,43.481,37.388,0.19,315.89
42.031,3.23671,2026-01-11T14:47:00Z,13.02,43.493,37.397,0.21,316.45
42.031,3.23671,2026-01-11T15:50:00Z,12.96,43.412,37.382,0.19,317.7
42.031,3.23671,2026-01-11T16:53:00Z,12.92,43.399,37.405,0.16,317.42
42.031,3.23671,2026-01-11T17:56:00Z,12.87,43.347,37.411,0.13,317.36
42.031,3.23671,2026-01-11T18:59:00Z,12.85,43.346,37.425,0.11,316.94
42.031,3.23671,2026-01-11T20:00:00Z,12.86,43.379,37.453,0.15,316.41
42.031,3.23671,2026-01-11T21:00:00Z,12.52,42.312,36.747,0.28,317.45
42.031,3.23671,2026-01-11T22:00:00Z,12.56,42.605,36.997,0.18,316.97
42.031,3.23671,2026-01-11T23:00:00Z,12.9,43.46,37.49,0.07,314.41
42.031,3.23671,2026-01-12T00:00:00Z,12.9,43.48,37.508,0.12,314.2
42.031,3.23671,2026-01-12T00:05:00Z,12.88,43.465,37.508,0.05,314.25
42.031,3.23671,2026-01-12T01:08:00Z,12.9,43.494,37.523,0.09,313.95
42.031,3.23671,2026-01-12T02:11:00Z,12.91,43.528,37.542,0.41,313.45
42.031,3.23671,2026-01-12T03:14:00Z,12.94,43.589,37.573,0.05,312.64
42.031,3.23671,2026-01-12T04:17:00Z,12.95,43.588,37.562,0.04,312.29
42.031,3.23671,2026-01-12T05:20:00Z,12.93,43.579,37.569,0.02,311.95
42.031,3.23671,2026-01-12T06:23:00Z,12.97,43.634,37.587,0.09,311.42
42.031,3.23671,2026-01-12T07:26:00Z,12.99,43.679,37.613,0.14,310.83
42.031,3.23671,2026-01-12T08:29:00Z,13.01,43.698,37.611,0.06,311.05
42.031,3.23671,2026-01-12T09:32:00Z,13.05,43.765,37.628,0.07,310.98
42.031,3.23671,2026-01-12T10:35:00Z,13.1,43.796,37.614,0.01,310.7
42.031,3.23671,2026-01-12T11:38:00Z,13.08,43.73,37.566,0.01,313.01
42.031,3.23671,2026-01-12T12:41:00Z,13.08,43.724,37.568,0.02,313.61
42.031,3.23671,2026-01-12T13:44:00Z,13.02,43.671,37.573,0.06,314.63
42.031,3.23671,2026-01-12T14:47:00Z,13.04,43.697,37.577,0.13,315.31
42.031,3.23671,2026-01-12T15:50:00Z,13.07,43.751,37.599,0.02,314.8
42.031,3.23671,2026-01-12T16:53:00Z,13.17,43.91,37.655,0.02,313.17
42.031,3.23671,2026-01-12T17:56:00Z,13.37,44.224,37.76,0.02,309.87
42.031,3.23671,2026-01-12T18:59:00Z,13.53,44.483,37.844,0.03,307.04
42.031,3.23671,2026-01-12T20:00:00Z,13.35,44.214,37.771,0.02,309.27
42.031,3.23671,2026-01-12T21:00:00Z,13.01,43.735,37.643,0.02,312.93
42.031,3.23671,2026-01-12T22:00:00Z,13.07,43.788,37.636,0.02,312.06
42.031,3.23671,2026-01-12T23:00:00Z,13.1,43.834,37.654,0.02,310.75
42.031,3.23671,2026-01-13T00:00:00Z,13.07,43.783,37.636,0.06,311.29
42.031,3.23671,2026-01-13T00:05:00Z,13.07,43.792,37.639,0.01,311.17
42.031,3.23671,2026-01-13T01:08:00Z,13.1,43.833,37.651,0.02,310.7
42.031,3.23671,2026-01-13T02:11:00Z,13.12,43.874,37.668,0.0,310.74
42.031,3.23671,2026-01-13T03:14:00Z,13.15,43.909,37.678,0.0,310.61
42.031,3.23671,2026-01-13T04:17:00Z,13.18,43.959,37.69,0.01,310.27
42.031,3.23671,2026-01-13T05:20:00Z,13.26,44.063,37.713,0.05,308.92
42.031,3.23671,2026-01-13T06:23:00Z,13.29,44.11,37.722,0.09,308.63
42.031,3.23671,2026-01-13T07:26:00Z,13.32,44.153,37.739,0.01,308.58
42.031,3.23671,2026-01-13T08:29:00Z,13.3,44.072,37.679,0.01,308.1
42.031,3.23671,2026-01-13T09:32:00Z,13.3,44.067,37.677,0.04,309.13
42.031,3.23671,2026-01-13T10:35:00Z,13.3,44.053,37.663,0.07,310.29
42.031,3.23671,2026-01-13T11:38:00Z,13.39,44.155,37.673,0.05,309.7
42.031,3.23671,2026-01-13T12:41:00Z,13.47,44.315,37.74,0.07,309.76
42.031,3.23671,2026-01-13T13:41:00Z,13.72,44.712,37.873,0.0,307.67
42.031,3.23671,2026-01-13T14:42:00Z,14.04,45.228,38.047,0.13,303.62
42.031,3.23671,2026-01-13T15:45:00Z,14.09,45.313,38.079,0.0,302.69
42.031,3.23671,2026-01-13T16:48:00Z,14.09,45.326,38.087,0.01,302.39
42.031,3.23671,2026-01-13T17:51:00Z,14.1,45.344,38.096,0.03,301.72
42.031,3.23671,2026-01-13T18:54:00Z,14.12,45.37,38.105,0.01,301.14
42.031,3.23671,2026-01-13T19:57:00Z,14.11,45.369,38.107,0.01,301.02
42.031,3.23671,2026-01-13T21:00:00Z,14.12,45.386,38.115,0.01,300.62
42.031,3.23671,2026-01-13T22:00:00Z,14.12,45.384,38.114,0.04,300.52
42.031,3.23671,2026-01-13T23:00:00Z,14.12,45.388,38.117,0.0,300.41
42.031,3.23671,2026-01-14T00:00:00Z,14.11,45.379,38.116,0.02,300.5
42.031,3.23671,2026-01-14T00:05:00Z,14.12,45.383,38.115,0.01,300.47
42.031,3.23671,2026-01-14T01:08:00Z,13.68,44.704,37.906,0.01,305.43
42.031,3.23671,2026-01-14T02:11:00Z,13.65,44.626,37.862,0.02,304.06
42.031,3.23671,2026-01-14T03:14:00Z,13.57,44.504,37.826,0.01,305.0
42.031,3.23671,2026-01-14T04:17:00Z,13.51,44.259,37.651,0.04,305.89
